episode,steps,return
1055,200,-272.0
1056,200,-263.0
1057,62,-59.0
1058,200,-281.0
1059,200,-335.0
1060,200,-335.0
1061,200,-272.0
1062,200,-290.0
1063,200,-245.0
1064,200,-245.0
1065,200,-263.0
1066,200,-245.0
1067,200,-299.0
1068,200,-254.0
1069,200,-263.0
1070,126,-177.0
1071,200,-281.0
1072,200,-272.0
1073,195,-264.0
1074,200,-281.0
1075,200,-290.0
1076,200,-281.0
1077,200,-272.0
1078,90,-78.0
1079,200,-326.0
1080,64,-52.0
1081,200,-263.0
1082,200,-317.0
1083,200,-290.0
1084,200,-299.0
1085,200,-299.0
1086,183,-252.0
1087,200,-308.0
1088,200,-317.0
1089,200,-272.0
1090,200,-299.0
1091,200,-281.0
1092,200,-308.0
1093,200,-281.0
1094,200,-272.0
1095,107,-140.0
1096,200,-245.0
1097,200,-272.0
1098,200,-263.0
1099,200,-281.0
1100,200,-281.0
1101,200,-272.0
1102,200,-272.0
1103,200,-290.0
1104,200,-290.0
1105,200,-317.0
1106,200,-263.0
1107,200,-281.0
1108,200,-317.0
1109,68,-110.0
1110,200,-317.0
1111,200,-254.0
1112,200,-326.0
1113,111,-117.0
1114,200,-263.0
1115,200,-263.0
1116,200,-254.0
1117,200,-281.0
1118,200,-308.0
1119,200,-245.0
1120,200,-236.0
1121,200,-299.0
1122,200,-272.0
1123,85,-136.0
1124,200,-299.0
1125,56,-53.0
1126,200,-263.0
1127,93,-108.0
1128,200,-272.0
1129,101,-98.0
1130,200,-299.0
1131,200,-272.0
1132,200,-299.0
1133,200,-254.0
1134,200,-272.0
1135,33,-12.0
1136,200,-263.0
1137,200,-290.0
1138,200,-290.0
1139,200,-335.0
1140,200,-353.0
1141,200,-245.0
1142,200,-353.0
1143,196,-238.0
1144,200,-281.0
1145,115,-166.0
1146,200,-290.0
1147,200,-272.0
1148,200,-278.0
1149,200,-281.0
1150,200,-317.0
1151,200,-254.0
1152,200,-263.0
1153,200,-245.0
1154,200,-281.0
